TeamYear,Season,Team,W%,HR,BB%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,BIZ,Plays,RZR,HR/9,BABIP_y,GB%,HR/FB
2019_Athletics,2019,Athletics,0.5987654320987654,1.5864197530864197,0.092,0.199,0.282,0.249,0.327,0.448,0.327,13.061728395061728,10.783950617283951,0.826,1.23,0.278,0.415,0.126
2012_Cardinals,2012,Cardinals,0.5432098765432098,0.9814814814814815,0.084,0.15,0.316,0.271,0.338,0.421,0.329,13.944444444444445,11.345679012345679,0.8140000000000001,0.82,0.298,0.485,0.10400000000000001
2012_Brewers,2012,Brewers,0.5123456790123457,1.2469135802469136,0.075,0.177,0.299,0.259,0.325,0.4370000000000001,0.329,12.851851851851851,10.549382716049383,0.821,1.05,0.313,0.43799999999999994,0.121
2013_Rays,2013,Rays,0.5644171779141104,1.0122699386503067,0.094,0.151,0.295,0.257,0.329,0.408,0.324,13.116564417177914,10.957055214723926,0.835,0.94,0.284,0.446,0.106
2006_Mets,2006,Mets,0.5987654320987654,1.2345679012345678,0.087,0.181,0.293,0.264,0.334,0.445,0.334,14.617283950617283,12.246913580246913,0.838,1.11,0.284,0.433,0.11
2018_Indians,2018,Indians,0.5617283950617284,1.3333333333333333,0.08800000000000001,0.17600000000000002,0.29100000000000004,0.259,0.332,0.434,0.33,12.08641975308642,9.987654320987655,0.826,1.24,0.298,0.425,0.13699999999999998
2017_Marlins,2017,Marlins,0.47530864197530864,1.1975308641975309,0.078,0.163,0.313,0.267,0.331,0.431,0.325,13.024691358024691,10.567901234567902,0.8109999999999999,1.2,0.298,0.425,0.122
2010_Twins,2010,Twins,0.5802469135802469,0.8765432098765432,0.08900000000000001,0.14800000000000002,0.306,0.273,0.341,0.422,0.335,14.802469135802468,12.604938271604938,0.852,0.96,0.299,0.447,0.092
2007_Mets,2007,Mets,0.5432098765432098,1.0925925925925926,0.087,0.157,0.303,0.275,0.342,0.4320000000000001,0.336,14.364197530864198,12.074074074074074,0.841,1.02,0.287,0.408,0.092
2011_Rays,2011,Rays,0.5617283950617284,1.0617283950617284,0.09300000000000001,0.159,0.281,0.244,0.322,0.402,0.319,13.0,10.981481481481481,0.845,1.0,0.265,0.42100000000000004,0.098
2013_Tigers,2013,Tigers,0.5740740740740741,1.0864197530864197,0.083,0.151,0.32,0.28300000000000003,0.34600000000000003,0.434,0.341,13.179012345679013,10.925925925925926,0.8290000000000001,0.79,0.306,0.45399999999999996,0.092
2019_Red Sox,2019,Red Sox,0.5185185185185185,1.5123456790123457,0.091,0.197,0.313,0.269,0.34,0.466,0.338,11.938271604938272,9.864197530864198,0.826,1.32,0.312,0.426,0.14400000000000002
2018_Brewers,2018,Brewers,0.588957055214724,1.3374233128834356,0.086,0.172,0.302,0.252,0.32299999999999995,0.424,0.322,11.319018404907975,9.276073619631902,0.82,1.07,0.279,0.43200000000000005,0.125
2009_Dodgers,2009,Dodgers,0.5864197530864198,0.8950617283950617,0.095,0.141,0.309,0.27,0.34600000000000003,0.412,0.332,13.401234567901234,11.209876543209877,0.836,0.78,0.275,0.43700000000000006,0.081
2014_Orioles,2014,Orioles,0.5925925925925926,1.3024691358024691,0.065,0.166,0.29600000000000004,0.256,0.311,0.422,0.32299999999999995,13.555555555555555,11.203703703703704,0.8270000000000001,0.93,0.28,0.43799999999999994,0.098
2012_Braves,2012,Braves,0.5802469135802469,0.9197530864197531,0.09300000000000001,0.142,0.29600000000000004,0.247,0.32,0.389,0.31,13.444444444444445,11.24074074074074,0.836,0.9,0.284,0.47200000000000003,0.10800000000000001
2007_Braves,2007,Braves,0.5185185185185185,1.0864197530864197,0.084,0.16,0.314,0.275,0.339,0.435,0.337,14.592592592592593,11.975308641975309,0.821,1.06,0.28800000000000003,0.45299999999999996,0.10800000000000001
2013_Giants,2013,Giants,0.4691358024691358,0.6604938271604939,0.076,0.121,0.304,0.26,0.32,0.381,0.309,12.833333333333334,10.746913580246913,0.8370000000000001,0.9,0.295,0.42100000000000004,0.099
2019_Braves,2019,Braves,0.5987654320987654,1.537037037037037,0.098,0.195,0.305,0.258,0.336,0.452,0.332,12.438271604938272,9.91358024691358,0.797,1.26,0.302,0.452,0.15
2017_Cubs,2017,Cubs,0.5679012345679012,1.376543209876543,0.099,0.182,0.302,0.255,0.338,0.4370000000000001,0.331,12.141975308641975,10.04320987654321,0.8270000000000001,1.21,0.285,0.462,0.145
2017_Indians,2017,Indians,0.6296296296296297,1.308641975308642,0.09699999999999999,0.18600000000000005,0.295,0.263,0.339,0.449,0.336,11.277777777777779,9.407407407407407,0.8340000000000001,1.02,0.303,0.441,0.13
2017_Cardinals,2017,Cardinals,0.5123456790123457,1.2098765432098766,0.095,0.17,0.304,0.256,0.334,0.426,0.326,13.055555555555555,10.796296296296296,0.8270000000000001,1.14,0.298,0.46299999999999997,0.135
2014_Nationals,2014,Nationals,0.5925925925925926,0.9382716049382716,0.083,0.14,0.303,0.253,0.321,0.393,0.317,13.679012345679013,11.265432098765432,0.8240000000000001,0.67,0.294,0.44799999999999995,0.075
2006_Padres,2006,Padres,0.5432098765432098,0.9938271604938271,0.09,0.154,0.299,0.263,0.332,0.416,0.325,14.679012345679013,12.401234567901234,0.845,1.08,0.276,0.415,0.10099999999999999
2013_Cardinals,2013,Cardinals,0.5987654320987654,0.7716049382716049,0.078,0.133,0.314,0.269,0.332,0.401,0.322,13.790123456790123,11.450617283950617,0.83,0.69,0.297,0.485,0.085
2015_Astros,2015,Astros,0.5308641975308642,1.4197530864197532,0.08,0.187,0.292,0.25,0.315,0.4370000000000001,0.325,12.271604938271604,9.981481481481481,0.813,0.92,0.285,0.473,0.109
2018_Braves,2018,Braves,0.5555555555555556,1.0802469135802468,0.08199999999999999,0.161,0.302,0.257,0.324,0.417,0.319,11.574074074074074,9.592592592592593,0.8290000000000001,0.95,0.278,0.433,0.11199999999999999
2019_Nationals,2019,Nationals,0.5740740740740741,1.4259259259259258,0.09300000000000001,0.19,0.306,0.265,0.342,0.454,0.336,11.302469135802468,9.376543209876543,0.83,1.26,0.29600000000000004,0.426,0.139
2017_Twins,2017,Twins,0.5246913580246914,1.271604938271605,0.095,0.174,0.306,0.26,0.334,0.434,0.329,13.45679012345679,11.055555555555555,0.8220000000000001,1.4,0.29600000000000004,0.424,0.135
2018_Astros,2018,Astros,0.6358024691358025,1.2654320987654322,0.092,0.17,0.289,0.255,0.329,0.425,0.327,10.833333333333334,8.746913580246913,0.807,0.94,0.28300000000000003,0.44,0.11599999999999999
