TeamYear,Season,Team,G_x,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,wRC+,EV_x,BsR,Off,Def_x,WAR_x,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,BIZ,Plays,RZR,OOZ,FSR,FRM,ARM,DPR,RngR,ErrR,UZR,UZR/150,Def_y,W,L,SV,G_y,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,EV_y,ERA,FIP,xFIP,WAR_y
2019_Astros,2019,Astros,2309,6394,288,920,891,67,10.10%,18.20%,0.221,0.29600000000000004,0.27399999999999997,0.35200000000000004,0.495,0.355,125,88.3,-9.5,196.3,-2.5,40.8,13161,-1,-2,-2,-4,-1,27,70,15.0,96,1760,1432,0.8140000000000001,651,,-0.2,-0.9,-5.5,17.2,4.1,14.9,1.6,9.9,107,55,47,654,162,1462.1,10.28,2.76,1.42,0.27,76.80%,43.60%,16.70%,88.1,3.66,3.98,3.8,23.7
2016_Cubs,2016,Cubs,2332,6335,199,808,767,66,10.40%,21.10%,0.17300000000000001,0.302,0.256,0.34299999999999997,0.429,0.33299999999999996,106,88.1,17.3,61.5,104.8,37.1,13137,19,0,2,-1,-4,-5,88,22.0,107,1947,1661,0.853,467,49.0,15.2,1.0,-1.0,42.8,4.3,47.1,6.4,43.1,103,58,38,665,162,1459.2,8.88,3.05,1.01,0.255,77.50%,46.90%,13.10%,88.3,3.15,3.77,3.74,18.8
2011_Yankees,2011,Yankees,2301,6306,222,867,836,147,9.90%,18.00%,0.18100000000000002,0.292,0.263,0.34299999999999997,0.444,0.345,113,,6.6,101.8,39.7,37.0,13125,24,1,0,0,6,6,-9,-1.0,19,2209,1834,0.83,512,16.0,33.4,7.3,1.2,16.9,-1.5,23.8,4.6,22.4,97,65,47,627,162,1458.1,7.54,3.13,0.94,0.297,75.00%,44.20%,9.90%,,3.73,3.87,3.84,17.3
2015_Blue Jays,2015,Blue Jays,2337,6231,232,891,852,88,9.10%,18.50%,0.188,0.298,0.26899999999999996,0.34,0.457,0.344,117,88.8,11.0,135.6,6.6,36.7,12969,2,0,5,7,1,-4,-18,22.0,25,2236,1857,0.831,517,21.0,6.9,-8.0,-1.2,15.4,3.5,9.7,-0.4,17.7,93,69,34,631,162,1441.0,6.98,2.48,1.08,0.278,72.70%,43.70%,11.00%,88.1,3.81,4.09,4.14,13.7
2011_Red Sox,2011,Red Sox,2269,6414,203,875,842,102,9.00%,17.30%,0.18100000000000002,0.314,0.28,0.349,0.461,0.35200000000000004,117,,-12.2,114.6,16.2,36.3,13116,7,0,0,-2,-7,-8,38,-1.0,18,2169,1830,0.8440000000000001,489,16.0,-5.0,-3.5,0.1,42.1,5.3,44.0,5.3,30.4,90,72,36,606,162,1457.1,7.49,3.33,0.96,0.285,70.80%,42.30%,9.10%,,4.2,4.05,4.13,14.3
2013_Red Sox,2013,Red Sox,2264,6382,178,853,819,123,9.10%,20.50%,0.16899999999999998,0.32899999999999996,0.27699999999999997,0.349,0.446,0.34700000000000003,114,,13.3,116.6,11.9,36.2,13086,8,-1,-3,-2,6,5,15,8.0,22,2084,1731,0.831,519,20.0,2.0,-2.2,-2.7,21.4,8.2,24.7,2.6,19.4,97,65,33,612,162,1454.0,8.01,3.24,0.97,0.294,74.50%,42.90%,10.20%,,3.79,3.84,3.89,15.8
2010_Reds,2010,Reds,2370,6285,188,790,761,93,8.30%,19.40%,0.16399999999999998,0.314,0.272,0.33799999999999997,0.436,0.34,106,,12.7,56.9,96.8,35.7,13077,5,-4,0,0,-1,13,21,2.0,43,2307,1940,0.841,423,44.0,16.3,-2.6,2.0,19.1,19.4,37.9,4.7,43.9,91,71,43,664,162,1453.0,7.0,3.25,0.98,0.28800000000000003,73.60%,42.90%,9.40%,,4.02,4.12,4.13,12.8
2016_Red Sox,2016,Red Sox,2284,6320,208,878,836,83,8.80%,18.40%,0.179,0.32,0.282,0.348,0.461,0.34600000000000003,113,89.1,10.6,110.0,15.9,35.2,12957,3,1,4,1,7,12,24,17.0,69,1993,1646,0.826,521,34.0,-2.1,5.8,2.6,16.4,4.5,29.3,5.2,36.3,93,69,43,625,162,1439.2,8.51,3.06,1.1,0.293,72.90%,41.50%,11.40%,88.1,4.0,4.0,4.2,18.8
2009_Rays,2009,Rays,2345,6223,199,803,765,194,10.30%,19.70%,0.177,0.303,0.263,0.34299999999999997,0.439,0.342,109,,21.6,90.8,41.8,35.1,12846,0,-2,-2,-5,11,7,36,,41,2195,1821,0.83,564,44.0,10.2,8.5,-6.2,54.3,-7.2,49.3,8.0,44.9,84,78,41,672,162,1427.1,7.09,3.25,1.15,0.289,71.20%,41.50%,10.50%,,4.36,4.37,4.3,12.4
2007_Phillies,2007,Phillies,2446,6537,213,892,850,138,9.80%,18.40%,0.184,0.311,0.27399999999999997,0.354,0.45799999999999996,0.35100000000000003,105,,20.6,63.3,78.5,34.9,13125,0,3,4,0,26,-3,16,,47,2455,1989,0.81,409,,,11.5,-0.6,20.5,1.2,32.6,6.1,38.6,89,73,42,660,162,1458.1,6.48,3.44,1.22,0.301,71.50%,43.50%,11.90%,,4.76,4.86,4.52,9.9
2019_Dodgers,2019,Dodgers,2413,6281,279,886,861,57,9.70%,21.60%,0.215,0.29100000000000004,0.257,0.33799999999999997,0.47200000000000003,0.33799999999999997,111,89.3,11.9,102.7,51.7,34.8,13011,13,1,-1,4,8,7,61,39.0,126,1767,1435,0.812,625,,11.3,5.9,-0.6,10.4,-17.7,-2.0,0.8,-5.0,106,56,44,707,162,1445.2,9.46,2.44,1.15,0.271,74.70%,44.90%,14.10%,87.6,3.39,3.73,3.87,24.1
2018_Dodgers,2018,Dodgers,2574,6358,235,804,756,75,10.20%,22.60%,0.191,0.294,0.25,0.33299999999999996,0.442,0.33299999999999996,111,89.2,11.4,98.7,38.3,34.8,13284,25,-1,-1,-7,-2,3,20,11.0,41,1941,1580,0.8140000000000001,510,2.0,17.9,-0.6,-7.1,-2.2,-7.7,-17.6,-3.6,-18.6,92,71,48,756,163,1476.0,9.54,2.57,1.09,0.284,76.20%,44.90%,13.40%,87.6,3.4,3.6,3.52,18.6
2008_Cardinals,2008,Cardinals,2396,6370,174,779,744,73,9.10%,15.50%,0.152,0.312,0.281,0.35,0.433,0.342,107,,-10.0,46.3,90.6,34.0,13086,0,-2,6,3,3,3,47,,69,2428,2058,0.848,458,,18.3,2.6,0.1,2.4,14.1,19.2,2.8,36.0,86,76,42,668,162,1454.0,5.92,3.07,1.01,0.295,72.90%,45.30%,10.30%,,4.2,4.4,4.37,9.1
2011_Rangers,2011,Rangers,2186,6261,210,855,807,143,7.60%,14.90%,0.177,0.304,0.28300000000000003,0.34,0.46,0.34700000000000003,112,,20.6,107.7,5.3,33.9,12972,-12,-3,2,7,-5,-5,7,3.0,-5,2074,1752,0.845,510,48.0,-11.9,-3.4,7.4,36.9,-10.6,30.3,4.2,36.4,96,66,38,579,162,1441.1,7.36,2.88,1.06,0.278,72.50%,42.60%,10.70%,,3.79,3.98,3.83,19.2
2007_Yankees,2007,Yankees,2366,6528,201,968,929,123,9.80%,15.20%,0.174,0.318,0.29,0.366,0.46299999999999997,0.361,119,,11.9,168.2,-47.2,33.9,13056,0,0,-6,12,11,-8,-16,,-16,2515,2086,0.8290000000000001,330,,,9.1,5.6,-39.6,-0.5,-25.4,-1.1,-39.4,94,68,34,684,162,1450.2,6.26,3.59,0.93,0.299,70.60%,42.80%,8.50%,,4.5,4.51,4.7,13.5
2009_Yankees,2009,Yankees,2369,6449,244,915,881,111,10.30%,15.70%,0.19399999999999998,0.306,0.28300000000000003,0.36200000000000004,0.478,0.365,117,,0.2,137.9,-25.5,33.8,13050,0,-6,-1,-8,-1,-10,3,,-22,2178,1851,0.85,389,-7.0,-0.7,-11.7,-4.9,10.1,1.7,-4.7,-3.3,-8.5,103,59,51,623,162,1450.0,7.82,3.56,1.12,0.29,71.90%,42.30%,11.10%,,4.28,4.32,4.17,19.3
2012_Angels,2012,Angels,2267,6121,187,767,732,134,7.30%,18.20%,0.159,0.311,0.27399999999999997,0.332,0.433,0.331,114,,13.5,109.9,5.9,33.8,12900,-7,0,-3,-1,2,23,28,-3.0,41,2242,1883,0.84,471,34.0,-14.8,4.3,0.7,34.7,-4.5,35.2,5.5,37.6,89,73,38,606,162,1433.1,7.26,3.03,1.17,0.27699999999999997,72.60%,43.90%,12.10%,,4.02,4.26,4.15,10.4
2017_Astros,2017,Astros,2313,6271,238,896,854,98,8.10%,17.30%,0.196,0.309,0.282,0.34600000000000003,0.478,0.349,121,88.0,-0.4,162.6,-37.9,33.7,13014,9,-4,-6,7,10,1,3,14.0,20,1855,1463,0.789,559,2.0,11.9,6.1,0.8,-32.2,-4.3,-29.6,-3.6,-41.6,101,61,45,681,162,1446.0,9.91,3.25,1.2,0.3,73.70%,47.30%,14.90%,86.8,4.12,3.91,3.77,19.0
2012_Yankees,2012,Yankees,2367,6231,245,804,774,93,9.10%,18.90%,0.188,0.293,0.265,0.337,0.45299999999999996,0.342,113,,2.3,97.4,12.1,33.6,13008,23,-3,0,0,-10,5,-6,0.0,-2,2103,1716,0.816,496,-16.0,29.2,-7.6,-2.3,1.3,8.8,0.2,-1.7,-1.4,95,67,51,647,162,1445.1,8.21,2.68,1.18,0.29600000000000004,75.10%,44.90%,13.00%,,3.85,3.98,3.75,17.0
2017_Dodgers,2017,Dodgers,2464,6191,221,770,730,77,10.50%,22.30%,0.188,0.293,0.249,0.33399999999999996,0.43700000000000006,0.33,104,88.2,5.8,40.7,90.2,33.3,13002,25,1,4,1,0,2,16,22.0,59,1764,1453,0.8240000000000001,513,19.0,25.9,2.2,3.1,21.7,-4.4,22.7,4.4,26.7,104,58,51,698,162,1444.2,9.65,2.75,1.15,0.281,77.80%,42.70%,13.40%,86.3,3.38,3.67,3.7,21.7
2008_Red Sox,2008,Red Sox,2293,6402,173,845,807,120,10.10%,16.70%,0.168,0.315,0.28,0.358,0.447,0.35100000000000003,110,,-4.7,72.1,35.4,32.9,13017,0,2,0,0,-7,8,12,,17,2313,1935,0.8370000000000001,366,,-7.9,-4.3,0.5,56.3,4.7,57.1,7.2,58.1,95,67,47,628,162,1446.1,7.37,3.41,0.91,0.289,72.60%,43.50%,9.20%,,4.01,4.09,4.23,18.4
2008_Phillies,2008,Phillies,2396,6273,214,799,762,136,9.30%,17.80%,0.182,0.28300000000000003,0.255,0.332,0.43799999999999994,0.33399999999999996,98,,23.6,4.5,123.4,32.8,13047,0,1,-4,-4,18,2,63,,76,2237,1839,0.8220000000000001,477,,15.9,21.3,0.3,42.2,2.7,66.5,13.6,96.7,92,70,47,630,162,1449.2,6.71,3.31,0.99,0.292,74.80%,44.80%,10.80%,,3.89,4.3,4.21,14.9
2019_Yankees,2019,Yankees,2312,6245,306,943,904,55,9.10%,23.00%,0.222,0.306,0.267,0.33899999999999997,0.49,0.34600000000000003,117,90.0,-0.8,130.5,-14.5,32.7,12987,0,-1,2,0,2,4,-11,5.0,-5,1856,1451,0.782,636,,-5.3,-0.2,1.6,1.6,-0.2,2.7,0.5,1.7,103,59,50,707,162,1443.0,9.57,3.16,1.55,0.29600000000000004,75.20%,42.40%,16.80%,88.7,4.31,4.47,4.27,18.2
2018_Red Sox,2018,Red Sox,2345,6302,208,876,829,125,9.00%,19.90%,0.185,0.309,0.268,0.33899999999999997,0.45299999999999996,0.34,110,89.8,-5.1,72.9,30.9,32.1,13128,15,4,-2,-5,9,-3,-48,13.0,-18,1884,1533,0.8140000000000001,556,7.0,22.8,19.1,-0.2,0.3,6.2,25.3,6.7,26.3,108,54,46,697,162,1458.2,9.61,3.16,1.09,0.294,75.80%,42.40%,11.90%,88.5,3.75,3.82,3.92,18.3
2009_Phillies,2009,Phillies,2285,6338,224,820,788,119,9.30%,18.20%,0.18899999999999997,0.28600000000000003,0.258,0.33399999999999996,0.447,0.33899999999999997,103,,20.0,42.8,78.4,32.0,13101,0,3,-1,1,12,10,-20,,7,2274,1917,0.843,369,47.0,9.5,13.5,-1.0,5.0,9.4,26.9,5.9,31.7,93,69,44,621,162,1455.2,7.13,3.02,1.17,0.29600000000000004,75.00%,40.80%,11.00%,,4.16,4.36,4.22,12.4
2014_Dodgers,2014,Dodgers,2364,6231,134,718,686,138,8.30%,20.00%,0.14,0.318,0.265,0.33299999999999996,0.406,0.327,112,,-0.4,81.1,20.3,31.8,13182,-8,-1,2,5,9,-8,18,-14.0,6,2194,1820,0.83,391,-3.0,-13.2,6.2,2.7,-1.0,-8.4,-0.5,1.5,-0.5,94,68,47,658,162,1464.2,8.44,2.64,0.87,0.292,74.00%,47.80%,10.80%,,3.4,3.48,3.33,19.5
2018_Yankees,2018,Yankees,2269,6271,267,851,821,63,10.00%,22.70%,0.20199999999999999,0.285,0.249,0.32899999999999996,0.451,0.335,112,89.4,14.6,104.7,-4.6,31.7,13107,15,3,0,-8,5,-2,1,17.0,23,1759,1402,0.797,620,-4.0,10.0,13.1,-6.8,-4.3,-1.9,0.1,1.7,-1.9,100,62,49,670,162,1456.1,10.1,3.05,1.09,0.3,73.90%,42.90%,12.90%,87.9,3.78,3.63,3.61,24.2
2018_Athletics,2018,Athletics,2403,6255,227,813,778,35,8.80%,22.10%,0.187,0.294,0.252,0.325,0.439,0.32899999999999996,111,89.5,-5.8,77.5,23.0,31.7,13191,-1,-8,4,0,-4,-2,40,23.0,54,2067,1763,0.853,594,9.0,-2.8,-1.8,0.0,29.0,9.5,36.7,4.0,37.7,97,65,44,740,162,1465.2,7.6,2.91,1.13,0.27,73.50%,43.60%,12.20%,88.3,3.82,4.18,4.25,13.6
2014_Pirates,2014,Pirates,2362,6224,156,682,659,104,8.40%,20.00%,0.145,0.307,0.259,0.33,0.40399999999999997,0.325,108,,3.8,61.3,36.7,31.4,13107,16,2,6,3,4,-2,3,8.0,37,2246,1828,0.8140000000000001,491,18.0,17.4,-2.1,0.8,-17.2,-3.6,-22.1,-3.6,-12.1,88,74,48,614,162,1456.1,7.59,3.08,0.79,0.29,74.20%,50.50%,10.30%,,3.49,3.8,3.71,8.2
2010_Yankees,2010,Yankees,2313,6379,201,859,823,103,10.40%,17.80%,0.16899999999999998,0.3,0.267,0.35,0.436,0.34600000000000003,112,,12.1,101.2,-24.8,31.2,12981,-14,1,-11,2,6,-4,57,2.0,29,2277,1881,0.826,430,13.0,-16.7,2.2,2.0,-0.1,21.0,25.1,4.0,-33.4,95,67,39,592,162,1442.1,7.2,3.37,1.12,0.281,74.00%,43.90%,10.70%,,4.06,4.34,4.15,16.4
2019_Twins,2019,Twins,2320,6392,307,939,906,28,8.20%,20.90%,0.22399999999999998,0.3,0.27,0.33799999999999997,0.494,0.34700000000000003,116,89.7,-8.4,120.0,-26.7,31.0,13170,1,0,-5,-2,13,-1,-21,17.0,3,1950,1551,0.795,641,,3.4,7.1,-1.3,7.7,-23.4,-9.9,-1.1,-15.9,101,61,50,686,162,1463.1,9.0,2.78,1.22,0.309,71.80%,41.80%,13.40%,88.4,4.18,4.03,4.27,24.0
2007_Tigers,2007,Tigers,2269,6364,177,887,857,103,7.40%,16.60%,0.171,0.32299999999999995,0.287,0.345,0.45799999999999996,0.34700000000000003,108,,8.0,74.9,19.4,30.7,13026,0,4,1,4,1,-3,33,,42,2505,2083,0.8320000000000001,382,,,5.0,-2.1,28.2,1.5,32.6,4.8,38.6,88,74,44,605,162,1447.1,6.51,3.52,1.08,0.295,70.70%,44.20%,10.20%,,4.58,4.67,4.59,11.1
2010_Rays,2010,Rays,2361,6270,160,802,769,172,10.70%,20.60%,0.156,0.293,0.247,0.33299999999999996,0.40299999999999997,0.326,106,,37.6,78.3,-3.2,30.7,13083,-7,-1,-4,-3,3,6,10,11.0,22,2226,1857,0.8340000000000001,487,56.0,-11.9,4.6,-4.1,32.3,0.8,33.5,5.5,2.2,96,66,51,653,162,1453.2,7.36,2.96,1.08,0.278,75.20%,41.30%,9.90%,,3.78,4.09,4.0,16.3
2011_Brewers,2011,Brewers,2292,6113,185,721,693,94,7.90%,17.70%,0.16399999999999998,0.293,0.261,0.325,0.425,0.327,103,,0.3,20.9,82.0,30.5,12975,29,0,-6,6,-8,1,18,0.0,32,2150,1789,0.8320000000000001,511,-62.0,38.5,-8.7,2.1,36.0,-11.3,18.1,1.1,11.1,96,66,47,596,162,1441.2,7.85,2.75,0.92,0.28800000000000003,73.20%,44.70%,9.70%,,3.64,3.59,3.58,16.8
2011_Diamondbacks,2011,Diamondbacks,2230,6096,172,731,702,133,8.70%,20.50%,0.163,0.294,0.25,0.322,0.413,0.322,97,,9.0,-14.5,117.8,30.5,12990,12,2,5,1,-6,5,37,0.0,57,2160,1812,0.8390000000000001,554,21.0,18.4,-4.0,-0.8,58.6,6.9,60.6,7.2,110.4,94,68,58,625,162,1443.1,6.6,2.76,0.99,0.28600000000000003,73.90%,41.90%,9.50%,,3.8,4.02,4.05,11.8
2014_Angels,2014,Angels,2468,6284,155,773,729,81,7.80%,20.10%,0.147,0.305,0.259,0.322,0.406,0.321,110,,1.3,67.0,11.5,30.4,13344,13,-1,-2,3,-4,5,-5,-10.0,-9,2219,1845,0.831,431,15.0,9.7,-5.2,3.6,13.2,12.6,24.2,2.8,21.9,98,64,46,705,162,1482.2,8.15,3.06,0.76,0.285,73.30%,41.70%,8.00%,,3.58,3.57,3.78,14.5
2008_Cubs,2008,Cubs,2345,6384,184,855,811,87,10.00%,18.60%,0.165,0.321,0.278,0.354,0.44299999999999995,0.349,104,,6.1,33.1,64.1,30.1,13056,0,3,-3,-3,0,-10,-4,,-19,2112,1761,0.8340000000000001,427,,-6.8,2.2,2.1,29.8,-3.7,30.3,5.1,33.0,97,64,44,639,161,1450.2,7.84,3.4,0.99,0.281,74.00%,41.60%,9.80%,,3.87,4.09,4.14,20.6
2010_Brewers,2010,Brewers,2262,6304,182,750,710,81,8.70%,19.30%,0.161,0.304,0.262,0.335,0.424,0.33399999999999996,104,,0.6,32.1,66.3,30.0,12951,29,-1,-4,3,-2,4,4,0.0,20,2217,1823,0.8220000000000001,395,-21.0,35.9,-6.3,2.1,-3.8,1.6,-6.3,-1.5,-9.7,77,85,35,657,162,1439.0,7.87,3.64,1.08,0.308,70.00%,41.80%,10.30%,,4.59,4.21,4.07,7.4
2007_Red Sox,2007,Red Sox,2278,6426,166,867,829,96,10.70%,16.20%,0.165,0.315,0.27899999999999997,0.36200000000000004,0.444,0.35200000000000004,109,,-5.0,70.4,11.8,29.7,12948,0,-2,-2,2,-8,13,6,,2,2418,1995,0.825,328,,,-6.4,-0.1,32.8,2.9,29.1,2.4,22.1,96,66,45,613,162,1438.2,7.19,3.02,0.94,0.284,73.50%,42.60%,8.70%,,3.87,4.14,4.28,18.4
2011_Cardinals,2011,Cardinals,2403,6242,162,762,726,57,8.70%,15.70%,0.151,0.305,0.273,0.341,0.425,0.33399999999999996,112,,-16.5,72.5,17.6,29.6,13158,10,-6,-1,1,-7,4,-3,-1.0,-5,2389,1977,0.828,473,-19.0,15.0,-8.0,3.2,-18.2,-11.6,-34.7,-5.7,-24.6,90,72,47,630,162,1462.0,6.76,2.76,0.84,0.29600000000000004,71.60%,47.70%,9.30%,,3.79,3.75,3.79,12.0
2015_Giants,2015,Giants,2342,6153,136,696,663,93,7.40%,18.80%,0.139,0.313,0.267,0.326,0.406,0.318,104,87.7,-0.4,25.3,62.0,29.5,12999,8,1,-5,5,-3,5,18,-2.0,30,2229,1853,0.831,514,39.0,9.8,-5.2,3.8,15.6,7.7,21.8,2.1,14.8,84,78,41,719,162,1444.1,7.26,2.69,0.97,0.28300000000000003,74.50%,46.00%,10.80%,88.3,3.73,3.92,3.99,8.8
2011_Reds,2011,Reds,2358,6329,183,735,697,97,8.50%,19.80%,0.152,0.297,0.256,0.326,0.408,0.322,99,,8.7,3.9,81.9,29.4,13209,7,1,-2,-4,1,-5,52,1.0,61,2295,1955,0.852,479,32.0,10.9,3.0,-3.9,29.0,10.4,38.5,5.2,44.5,79,83,39,663,162,1467.2,6.82,3.31,1.13,0.282,73.70%,44.80%,11.50%,,4.16,4.37,4.11,6.2
2008_Rays,2008,Rays,2299,6312,180,774,735,142,9.90%,19.40%,0.162,0.302,0.26,0.34,0.42200000000000004,0.335,105,,5.6,43.7,30.3,29.2,13119,0,-4,0,3,2,-2,9,,15,2267,1897,0.8370000000000001,450,,-21.7,5.4,3.4,65.9,-2.1,72.6,11.4,71.1,97,65,52,610,162,1457.2,7.06,3.25,1.02,0.27699999999999997,74.00%,40.80%,9.30%,,3.82,4.22,4.35,19.2
2017_Yankees,2017,Yankees,2294,6354,241,858,821,90,9.70%,21.80%,0.185,0.304,0.262,0.33899999999999997,0.447,0.336,109,87.6,11.1,82.3,-6.5,29.2,13038,5,0,0,-9,1,-4,26,9.0,24,1893,1533,0.81,574,4.0,0.5,-1.8,-6.2,16.3,0.2,8.5,0.2,8.5,91,71,36,639,162,1448.2,9.69,3.13,1.19,0.28,74.50%,46.20%,14.20%,87.0,3.75,3.88,3.82,23.4
2009_Angels,2009,Angels,2246,6305,173,883,841,148,8.70%,16.70%,0.156,0.322,0.285,0.35,0.441,0.34600000000000003,109,,8.6,75.8,-5.4,29.1,13005,0,1,-4,7,9,15,28,,51,2267,1896,0.836,490,19.0,-0.9,2.4,10.9,-7.5,9.2,15.1,2.8,8.3,97,65,51,596,162,1445.0,6.61,3.26,1.12,0.301,72.40%,41.70%,10.10%,,4.45,4.45,4.46,13.7
2015_Dodgers,2015,Dodgers,2379,6090,187,667,638,59,9.20%,20.70%,0.163,0.292,0.25,0.326,0.413,0.322,106,88.6,-15.3,27.9,57.3,29.0,13011,2,-3,-2,-7,8,6,-2,-10.0,-1,2044,1692,0.828,467,2.0,19.3,4.9,-3.3,-9.4,13.4,5.6,1.8,9.6,92,70,47,677,162,1445.2,8.69,2.46,0.9,0.29600000000000004,74.70%,50.10%,12.10%,87.4,3.46,3.41,3.33,19.7
2012_Giants,2012,Giants,2384,6200,103,718,675,118,7.80%,17.70%,0.128,0.315,0.26899999999999996,0.327,0.397,0.314,101,,13.0,22.5,66.7,29.0,13059,16,-1,3,-1,-2,-6,12,2.0,11,2206,1821,0.825,489,25.0,18.4,-0.5,-1.9,14.7,-5.9,6.4,0.7,8.7,94,68,53,688,162,1451.0,7.67,3.03,0.88,0.289,73.60%,46.00%,9.90%,,3.68,3.78,3.95,10.9
2008_Mets,2008,Mets,2405,6388,172,799,751,138,9.70%,16.00%,0.154,0.29600000000000004,0.266,0.34,0.42,0.332,100,,12.7,13.3,72.0,28.9,13179,0,-1,-1,-5,-1,5,28,,33,2241,1866,0.833,449,,5.8,1.9,1.8,26.6,1.5,31.8,4.9,33.5,89,73,43,719,162,1464.1,7.26,3.63,1.0,0.289,73.60%,43.10%,10.50%,,4.07,4.32,4.26,13.0
2019_Athletics,2019,Athletics,2363,6269,257,845,800,49,9.20%,21.30%,0.19899999999999998,0.282,0.249,0.327,0.44799999999999995,0.327,107,89.4,-1.7,53.2,18.3,28.5,13185,-11,-4,1,-7,9,-5,60,-12.0,36,2116,1747,0.826,534,,-7.9,8.1,-1.2,14.3,18.7,39.9,5.9,42.9,97,65,45,709,162,1465.0,7.98,2.93,1.23,0.278,75.10%,41.50%,12.60%,88.4,3.97,4.34,4.72,18.8
2012_Cardinals,2012,Cardinals,2391,6326,159,765,732,91,8.40%,18.80%,0.15,0.316,0.271,0.33799999999999997,0.42100000000000004,0.32899999999999996,106,,-1.6,46.6,33.9,28.5,13164,17,2,7,1,0,5,-14,1.0,26,2259,1838,0.8140000000000001,490,8.0,15.2,-5.1,-0.7,-18.7,-4.1,-28.7,-4.6,-11.5,88,74,42,668,162,1462.2,7.49,2.68,0.82,0.298,73.20%,48.50%,10.40%,,3.71,3.62,3.72,16.2
2012_Brewers,2012,Brewers,2415,6224,202,776,741,158,7.50%,19.90%,0.177,0.299,0.259,0.325,0.43700000000000006,0.32899999999999996,102,,12.1,29.6,52.2,28.3,13083,30,-2,-3,-4,-3,5,6,1.0,24,2082,1709,0.821,486,0.0,32.6,-4.4,-8.0,-6.2,0.6,-17.9,-4.1,-15.2,83,79,44,674,162,1453.2,8.68,3.25,1.05,0.313,72.10%,43.80%,12.10%,,4.22,3.82,3.73,14.3
2013_Rays,2013,Rays,2423,6242,165,700,670,73,9.40%,18.80%,0.151,0.295,0.257,0.32899999999999996,0.408,0.324,107,,2.5,49.9,9.2,28.2,13176,16,0,-1,0,-3,6,20,1.0,30,2138,1786,0.835,495,35.0,21.1,-4.2,-2.9,4.5,13.3,10.7,0.5,-0.1,92,71,42,648,163,1464.0,8.05,2.96,0.94,0.284,73.60%,44.60%,10.60%,,3.74,3.71,3.71,14.5
2006_Mets,2006,Mets,2279,6291,200,834,800,146,8.70%,17.00%,0.18100000000000002,0.293,0.264,0.33399999999999996,0.445,0.33399999999999996,99,,20.5,13.8,66.4,28.1,13152,0,-5,1,-3,3,4,35,,32,2368,1984,0.838,326,,,-1.1,-1.9,19.8,7.5,24.2,2.8,22.2,97,65,43,636,162,1461.1,7.15,3.25,1.11,0.284,72.50%,43.30%,11.00%,,4.16,4.37,4.34,16.2
2018_Indians,2018,Indians,2413,6300,216,818,786,135,8.80%,18.90%,0.17600000000000002,0.29100000000000004,0.259,0.332,0.434,0.33,104,88.8,13.7,45.3,16.8,27.9,13116,13,2,-3,-2,2,2,4,15.0,29,1958,1618,0.826,514,19.0,8.1,11.5,-1.3,11.9,5.4,27.5,6.1,23.5,91,71,41,670,162,1457.1,9.54,2.51,1.24,0.298,76.00%,42.50%,13.70%,88.3,3.77,3.79,3.66,22.1
2017_Marlins,2017,Marlins,2399,6248,194,778,743,91,7.80%,20.50%,0.163,0.313,0.267,0.331,0.431,0.325,101,87.0,1.4,9.0,65.7,27.9,12984,-12,-7,2,3,-5,9,-1,11.0,13,2110,1712,0.8109999999999999,557,3.0,2.2,-2.5,4.2,13.5,9.7,24.9,3.3,27.9,77,85,34,742,162,1442.2,7.5,3.91,1.2,0.298,70.70%,42.50%,12.20%,87.4,4.82,4.69,4.9,5.5
2010_Twins,2010,Twins,2290,6257,142,781,749,68,8.90%,15.50%,0.14800000000000002,0.306,0.273,0.341,0.42200000000000004,0.335,106,,-15.8,29.2,17.9,27.8,13074,-2,3,3,-2,4,6,-23,0.0,-2,2398,2042,0.852,386,10.0,4.3,1.9,-4.6,16.4,14.4,28.1,3.6,33.8,94,68,40,627,162,1452.2,6.49,2.37,0.96,0.299,73.40%,44.70%,9.20%,,3.95,3.91,3.93,17.3
2007_Mets,2007,Mets,2335,6344,177,804,761,200,8.70%,15.50%,0.157,0.303,0.275,0.342,0.43200000000000005,0.336,100,,14.2,17.2,57.5,27.7,13071,0,1,-1,-4,-11,-1,44,,18,2327,1956,0.841,393,,,-5.3,0.8,23.6,1.6,20.7,1.8,16.7,88,74,39,661,162,1452.1,7.03,3.53,1.02,0.287,71.40%,40.80%,9.20%,,4.27,4.46,4.52,14.6
2011_Rays,2011,Rays,2284,6152,172,707,674,155,9.30%,19.40%,0.159,0.281,0.244,0.322,0.402,0.319,104,,10.4,35.4,23.1,27.7,13041,-16,0,1,4,6,12,38,10.0,65,2106,1779,0.845,545,40.0,-20.6,1.2,5.0,44.5,6.6,57.3,9.3,59.8,91,71,32,600,162,1449.0,7.1,3.13,1.0,0.265,75.50%,42.10%,9.80%,,3.58,4.03,4.01,16.8
